Proj no.;TO no.;Coil no.;Sample no.;WS;Brazed;Depth [μm];Unit;Al;Si;Fe;Cu;Mn;Mg;Cr;Ni-L;Ni-H;Zn;Ti;B;Be;Bi;Ca;Cd;Ga;Hg;In;Li;Na;P;Pb;Sn;Sr;V;Zr;
G17-0138;424932;P96322;P18-00053LL;0;1;96,942;m%;97,37;0,048;0,138;0,501;1,315;0,325;0;0,007;0;0,077;0,155;0,0025;0;0;0,0005;0;0,019;0;0;0;0;0,002;0,04;0,002;0;0,007;0;NAN
G17-0138;424932;P96322;P18-00053LL;0;1;97,0515;m%;97,37;0,048;0,138;0,501;1,315;0,325;0;0,007;0;0,075;0,155;0,003;0;0;0,0005;0;0,019;0,0006;0;0;0;0,002;0,041;0;0;0,008;0;NAN
G17-0138;424932;P96322;P18-00053LL;0;1;97,1611;m%;97,37;0,048;0,138;0,501;1,315;0,325;0;0,008;0;0,076;0,154;0,0029;0;0;0,0004;0;0,02;0,0003;0;0;0;0,002;0,043;0;0;0,007;0;NAN
G17-0138;424932;P96322;P18-00053LL;0;1;97,2707;m%;97,34;0,048;0,139;0,501;1,315;0,324;0;0,007;0;0,08;0,154;0,0027;0,0001;0;0,0005;0;0,02;0,0002;0;0;0;0,002;0,047;0;0;0,006;0;NAN
G17-0138;424932;P96322;P18-00053LL;0;1;97,3802;m%;97,36;0,048;0,139;0,501;1,316;0,324;0;0,008;0;0,079;0,154;0,0028;0;0;0,0005;0;0,02;0,0002;0;0;0;0,002;0,044;0;0;0,006;0;NAN
G17-0138;424932;P96322;P18-00053LL;0;1;97,4898;m%;97,35;0,048;0,14;0,501;1,316;0,324;0;0,009;0;0,079;0,154;0,0027;0;0;0,0005;0;0,02;0,0004;0;0;0;0,002;0,046;0;0;0,008;0;NAN
G17-0138;424932;P96322;P18-00053LL;0;1;97,5994;m%;97,35;0,048;0,14;0,501;1,318;0,324;0;0,008;0;0,079;0,154;0,0025;0,0001;0;0,0004;0;0,021;0;0;0;0;0,002;0,048;0,001;0;0,007;0;NAN
G17-0138;424932;P96322;P18-00053LL;0;1;97,6907;m%;97,35;0,048;0,14;0,502;1,32;0,324;0;0,008;0;0,079;0,154;0,0027;0;0;0,0004;0;0,022;0,0002;0;0;0;0,002;0,045;0;0;0,006;0;NAN
G17-0138;424932;P96322;P18-00053LL;0;1;97,8005;m%;97,34;0,048;0,141;0,501;1,321;0,325;0;0,008;0;0,082;0,153;0,0025;0;0;0,0004;0;0,02;0,0008;0;0;0;0,002;0,047;0,001;0;0,006;0;NAN
G17-0138;424932;P96322;P18-00053LL;0;1;97,9103;m%;97,34;0,048;0,141;0,502;1,322;0,325;0;0,007;0;0,085;0,153;0,0022;0;0;0,0004;0;0,019;0,0006;0;0;0;0,002;0,043;0,004;0;0,008;0;NAN
G17-0138;424932;P96322;P18-00053LL;0;1;98,02;m%;97,34;0,047;0,142;0,503;1,323;0,325;0;0,008;0;0,084;0,153;0,0026;0;0;0,0004;0;0,019;0;0;0;0;0,002;0,036;0;0;0,009;0;NAN
G17-0138;424932;P96322;P18-00053LL;0;1;98,1299;m%;97,34;0,047;0,142;0,503;1,324;0,324;0;0,008;0;0,081;0,152;0,0032;0;0;0,0005;0;0,018;0;0;0;0;0,002;0,039;0,003;0;0,006;0;NAN
G17-0138;424932;P96322;P18-00053LL;0;1;98,2397;m%;97,34;0,048;0,141;0,502;1,324;0,324;0;0,008;0;0,084;0,152;0,0029;0;0;0,0006;0;0,02;0;0;0;0;0,002;0,043;0;0;0,006;0;NAN
G17-0138;424932;P96322;P18-00053LL;0;1;98,3495;m%;97,32;0,048;0,141;0,502;1,324;0,324;0;0,007;0;0,084;0,153;0,0028;0;0;0,0006;0;0,02;0,0007;0;0;0;0,002;0,049;0;0;0,008;0;NAN
G17-0138;424932;P96322;P18-00053LL;0;1;98,441;m%;97,32;0,047;0,141;0,502;1,323;0,324;0;0,009;0;0,084;0,153;0,003;0;0;0,0004;0;0,02;0;0;0;0;0,002;0,054;0;0;0,007;0;NAN
G17-0138;424932;P96322;P18-00053LL;0;1;98,5509;m%;97,32;0,047;0,141;0,502;1,323;0,324;0;0,008;0;0,089;0,153;0,0031;0;0;0,0004;0;0,019;0;0;0;0;0,002;0,056;0;0;0,007;0;NAN
G17-0138;424932;P96322;P18-00053LL;0;1;98,6608;m%;97,35;0,048;0,141;0,502;1,322;0,325;0;0,007;0;0,088;0,153;0,003;0;0;0,0005;0;0,019;0;0;0;0;0,002;0,039;0,003;0;0,008;0;NAN
G17-0138;424932;P96322;P18-00053LL;0;1;98,7708;m%;97,34;0,048;0,141;0,502;1,32;0,325;0;0,008;0;0,091;0,152;0,003;0;0;0,0004;0;0,019;0,0002;0;0;0;0,002;0,042;0;0;0,008;0;NAN
G17-0138;424932;P96322;P18-00053LL;0;1;98,8807;m%;97,34;0,048;0,141;0,502;1,319;0,326;0;0,008;0;0,087;0,151;0,0028;0;0;0,0005;0;0,019;0,0002;0;0;0;0,002;0,041;0;0;0,009;0;NAN
G17-0138;424932;P96322;P18-00053LL;0;1;98,9906;m%;97,35;0,048;0,141;0,502;1,318;0,326;0;0,008;0;0,091;0,151;0,0026;0;0;0,0005;0;0,02;0,0001;0;0;0;0,002;0,043;0;0;0,007;0;NAN
G17-0138;424932;P96322;P18-00053LL;0;1;99,1006;m%;97,35;0,048;0,14;0,502;1,317;0,326;0;0,008;0;0,091;0,15;0,0024;0;0;0,0005;0;0,02;0,0003;0;0;0;0,002;0,039;0,001;0;0,007;0;NAN
G17-0138;424932;P96322;P18-00053LL;0;1;99,1923;m%;97,33;0,048;0,141;0,502;1,315;0,325;0;0,009;0;0,092;0,15;0,0025;0;0;0,0005;0;0,019;0,0005;0;0;0;0,002;0,046;0,001;0;0,008;0;NAN
G17-0138;424932;P96322;P18-00053LL;0;1;99,3024;m%;97,34;0,048;0,141;0,502;1,314;0,325;0;0,008;0;0,092;0,15;0,0024;0;0;0,0004;0;0,02;0,0002;0;0;0;0,002;0,043;0,003;0;0,007;0;NAN
G17-0138;424932;P96322;P18-00053LL;0;1;99,4125;m%;97,33;0,047;0,141;0,502;1,314;0,325;0;0,007;0;0,091;0,15;0,0023;0;0;0,0005;0;0,019;0,0001;0;0;0;0,002;0,05;0,005;0;0,006;0;NAN
G17-0138;424932;P96322;P18-00053LL;0;1;99,5225;m%;97,35;0,047;0,14;0,503;1,313;0,325;0;0,007;0;0,091;0,149;0,0024;0;0;0,0005;0;0,019;0;0;0;0;0,002;0,042;0,003;0;0,008;0;NAN
G17-0138;424932;P96322;P18-00053LL;0;1;99,6326;m%;97,36;0,047;0,14;0,503;1,313;0,325;0;0,008;0;0,094;0,149;0,0025;0;0;0,0005;0;0,02;0,0001;0;0;0;0,002;0,037;0,001;0;0,008;0;NAN
G17-0138;424932;P96322;P18-00053LL;0;1;99,7427;m%;97,35;0,046;0,14;0,503;1,312;0,326;0;0,008;0;0,099;0,148;0,0025;0;0;0,0006;0;0,021;0;0;0;0;0,002;0,039;0,004;0;0,007;0;NAN
G17-0138;424932;P96322;P18-00053LL;0;1;99,8528;m%;97,35;0,046;0,14;0,503;1,312;0,325;0;0,008;0;0,098;0,148;0,0023;0;0;0,0004;0;0,019;0;0;0;0;0,002;0,036;0;0;0,007;0;NAN
G17-0138;424932;P96322;P18-00053LL;0;1;99,9446;m%;97,35;0,045;0,14;0,503;1,312;0,325;0;0,008;0;0,094;0,148;0,0025;0;0;0,0004;0;0,019;0;0;0;0;0,002;0,04;0;0;0,009;0;NAN
G17-0138;424932;P96322;P18-00053LL;0;1;100,0549;m%;97,35;0,045;0,14;0,502;1,311;0,325;0;0,007;0;0,095;0,148;0,0024;0,0001;0;0,0004;0;0,021;0;0;0;0;0,002;0,047;0;0;0,008;0;NAN
G17-0138;424932;P96322;P18-00053LL;0;1;100,1652;m%;97,35;0,045;0,14;0,502;1,312;0,325;0;0,008;0;0,098;0,148;0,0022;0;0;0,0004;0;0,021;0,0001;0;0;0;0,002;0,045;0,001;0;0,005;0;NAN
G17-0138;424932;P96322;P18-00053LL;0;1;100,2755;m%;97,34;0,046;0,14;0,502;1,312;0,326;0;0,008;0;0,096;0,148;0,0023;0;0;0,0005;0;0,021;0,0001;0;0;0;0,002;0,049;0;0;0,005;0;NAN
G17-0138;424932;P96322;P18-00053LL;0;1;100,386;m%;97,33;0,045;0,14;0,502;1,312;0,326;0;0,008;0;0,099;0,147;0,0022;0;0;0,0004;0;0,02;0,0004;0;0;0;0,002;0,051;0,002;0;0,005;0;NAN
G17-0138;424932;P96322;P18-00053LL;0;1;100,4963;m%;97,35;0,045;0,141;0,501;1,311;0,327;0;0,007;0;0,1;0,147;0,0022;0;0;0,0004;0;0,021;0,0001;0;0;0;0,002;0,042;0;0;0,005;0;NAN
G17-0138;424932;P96322;P18-00053LL;0;1;100,5882;m%;97,35;0,045;0,141;0,501;1,31;0,326;0;0,007;0;0,101;0,147;0,0025;0;0;0,0005;0;0,02;0,0005;0;0;0;0,002;0,038;0,001;0;0,007;0;NAN
G17-0138;424932;P96322;P18-00053LL;0;1;100,6986;m%;97,34;0,045;0,141;0,501;1,31;0,326;0;0,008;0;0,1;0,147;0,0025;0;0;0,0005;0;0,02;0,0005;0;0;0;0,002;0,036;0,002;0;0,007;0;NAN
G17-0138;424932;P96322;P18-00053LL;0;1;100,809;m%;97,35;0,045;0,14;0,501;1,31;0,326;0;0,008;0;0,099;0,147;0,0026;0;0;0,0005;0;0,019;0,0015;0;0;0;0,002;0,034;0,001;0;0,008;0;NAN
G17-0138;424932;P96322;P18-00053LL;0;1;100,9194;m%;97,35;0,045;0,14;0,501;1,309;0,326;0;0,007;0;0,1;0,147;0,0024;0;0;0,0005;0;0,019;0,0007;0;0;0;0,002;0,043;0;0;0,009;0;NAN
G17-0138;424932;P96322;P18-00053LL;0;1;101,0298;m%;97,35;0,045;0,14;0,501;1,309;0,326;0;0,008;0;0,101;0,147;0,0025;0;0;0,0005;0;0,02;0;0;0;0;0,002;0,043;0;0;0,009;0;NAN
G17-0138;424932;P96322;P18-00053LL;0;1;101,1218;m%;97,37;0,045;0,139;0,502;1,309;0,326;0;0,008;0;0,099;0,147;0,0026;0;0;0,0005;0;0,02;0;0;0;0;0,002;0,045;0;0;0,005;0;NAN
G17-0138;424932;P96322;P18-00053LL;0;1;101,2323;m%;97,36;0,045;0,139;0,502;1,307;0,327;0;0,007;0;0,101;0,147;0,0024;0;0;0,0005;0;0,02;0;0;0;0;0,002;0,044;0;0;0,005;0;NAN
G17-0138;424932;P96322;P18-00053LL;0;1;101,3428;m%;97,34;0,044;0,139;0,503;1,306;0,326;0;0,008;0;0,104;0,147;0,0031;0;0;0,0005;0;0,02;0,0005;0;0;0;0,002;0,041;0;0;0,007;0;NAN
G17-0138;424932;P96322;P18-00053LL;0;1;101,4532;m%;97,34;0,044;0,139;0,503;1,306;0,326;0;0,008;0;0,105;0,147;0,0028;0,0001;0;0,0005;0;0,02;0,0006;0;0;0;0,002;0,043;0;0;0,007;0;NAN
G17-0138;424932;P96322;P18-00053LL;0;1;101,5638;m%;97,34;0,045;0,138;0,503;1,306;0,326;0;0,007;0;0,108;0,147;0,0024;0;0;0,0005;0;0,019;0,0009;0;0;0;0,002;0,045;0,004;0;0,005;0;NAN
G17-0138;424932;P96322;P18-00053LL;0;1;101,6743;m%;97,34;0,045;0,138;0,502;1,307;0,326;0;0,008;0;0,106;0,147;0,0023;0,0001;0;0,0006;0;0,019;0,0001;0;0;0,0001;0,002;0,046;0;0;0,007;0;NAN
G17-0138;424932;P96322;P18-00053LL;0;1;101,7665;m%;97,35;0,045;0,139;0,502;1,307;0,326;0;0,008;0;0,104;0,147;0,0024;0;0;0,0006;0;0,019;0,0002;0;0;0;0,002;0,042;0;0;0,006;0;NAN
G17-0138;424932;P96322;P18-00053LL;0;1;101,8771;m%;97,35;0,046;0,139;0,502;1,308;0,326;0;0,008;0;0,107;0,147;0,0026;0;0;0,0005;0;0,021;0,0001;0;0;0;0,002;0,041;0;0;0,007;0;NAN
G17-0138;424932;P96322;P18-00053LL;0;1;101,9877;m%;97,34;0,046;0,139;0,503;1,308;0,326;0;0,008;0;0,108;0,146;0,0026;0;0;0,0005;0;0,021;0,0001;0;0;0;0,002;0,042;0;0;0,006;0;NAN
G17-0138;424932;P96322;P18-00053LL;0;1;102,0985;m%;97,34;0,046;0,141;0,503;1,308;0,325;0;0,007;0;0,108;0,146;0,0031;0;0;0,0006;0;0,021;0;0;0;0;0,002;0,042;0,002;0;0,007;0;NAN
G17-0138;424932;P96322;P18-00053LL;0;1;102,2091;m%;97,34;0,047;0,142;0,503;1,309;0,325;0;0,008;0;0,109;0,145;0,0025;0;0;0,0005;0;0,02;0,0002;0;0;0;0,002;0,046;0;0;0,006;0;NAN
G17-0138;424932;P96322;P18-00053LL;0;1;102,3198;m%;97,34;0,047;0,142;0,503;1,31;0,324;0;0,008;0;0,114;0,145;0,0023;0;0;0,0005;0;0,021;0,0001;0;0;0;0,002;0,046;0;0;0,007;0;NAN
G17-0138;424932;P96322;P18-00053LL;0;1;102,4121;m%;97,33;0,047;0,142;0,503;1,311;0,324;0;0,008;0;0,112;0,145;0,0027;0;0;0,0005;0;0,02;0,0013;0;0;0;0,002;0,044;0,003;0;0,006;0;NAN
G17-0138;424932;P96322;P18-00053LL;0;1;102,5228;m%;97,32;0,047;0,143;0,502;1,311;0,324;0;0,008;0;0,111;0,145;0,0027;0;0;0,0005;0;0,02;0,0004;0;0;0;0,002;0,047;0;0;0,006;0;NAN
G17-0138;424932;P96322;P18-00053LL;0;1;102,6334;m%;97,31;0,047;0,143;0,502;1,312;0,325;0;0,008;0;0,114;0,145;0,0028;0;0;0,0005;0;0,02;0,0001;0;0;0;0,0021;0,054;0;0;0,009;0;NAN
G17-0138;424932;P96322;P18-00053LL;0;1;102,7442;m%;97,31;0,047;0,143;0,503;1,311;0,325;0;0,009;0;0,114;0,145;0,0028;0;0;0,0005;0;0,02;0,0005;0;0;0;0,002;0,048;0,003;0;0,007;0;NAN
G17-0138;424932;P96322;P18-00053LL;0;1;102,855;m%;97,34;0,047;0,143;0,503;1,311;0,324;0;0,008;0;0,114;0,145;0,0024;0;0;0,0004;0;0,02;0;0;0;0;0,002;0,035;0,002;0;0,007;0;NAN
G17-0138;424932;P96322;P18-00053LL;0;1;102,9473;m%;97,34;0,047;0,143;0,503;1,311;0,324;0;0,008;0;0,114;0,145;0,0025;0;0;0,0004;0;0,021;0;0;0;0;0,002;0,043;0;0;0,006;0;NAN
G17-0138;424932;P96322;P18-00053LL;0;1;103,0582;m%;97,33;0,047;0,144;0,503;1,311;0,325;0;0,007;0;0,113;0,145;0,0028;0;0;0,0006;0;0,02;0;0;0;0;0,002;0,043;0,001;0;0,008;0;NAN
G17-0138;424932;P96322;P18-00053LL;0;1;103,169;m%;97,32;0,047;0,143;0,502;1,311;0,325;0;0,008;0;0,118;0,145;0,0026;0;0;0,0005;0;0,021;0;0;0;0;0,0019;0,042;0;0;0,008;0;NAN
G17-0138;424932;P96322;P18-00053LL;0;1;103,2798;m%;97,33;0,047;0,142;0,502;1,311;0,325;0;0,009;0;0,119;0,144;0,0024;0;0;0,0004;0;0,019;0;0;0;0,0001;0,002;0,045;0;0;0,005;0;NAN
G17-0138;424932;P96322;P18-00053LL;0;1;103,3906;m%;97,31;0,047;0,142;0,502;1,31;0,326;0;0,009;0;0,119;0,144;0,0023;0;0;0,0004;0;0,019;0,0002;0;0;0;0,002;0,059;0,004;0;0,006;0;NAN
G17-0138;424932;P96322;P18-00053LL;0;1;103,4829;m%;97,31;0,047;0,142;0,502;1,308;0,326;0;0,008;0;0,123;0,145;0,0021;0;0;0,0005;0;0,021;0,0022;0;0;0,0001;0,002;0,048;0,001;0;0,007;0;NAN
G17-0138;424932;P96322;P18-00053LL;0;1;103,5937;m%;97,32;0,048;0,142;0,502;1,308;0,326;0;0,008;0;0,124;0,145;0,0024;0;0;0,0005;0;0,021;0,0011;0;0;0,0001;0,002;0,048;0;0;0,007;0;NAN
G17-0138;424932;P96322;P18-00053LL;0;1;103,7046;m%;97,32;0,048;0,142;0,502;1,307;0,326;0;0,008;0;0,123;0,144;0,0024;0;0;0,0005;0;0,019;0;0;0;0;0,002;0,046;0;0;0,007;0;NAN
G17-0138;424932;P96322;P18-00053LL;0;1;103,8155;m%;97,32;0,047;0,142;0,502;1,306;0,326;0;0,007;0;0,123;0,145;0,0025;0;0;0,0004;0;0,02;0,0001;0;0;0;0,002;0,043;0,001;0;0,006;0;NAN
G17-0138;424932;P96322;P18-00053LL;0;1;103,9265;m%;97,32;0,047;0,141;0,502;1,306;0,326;0;0,007;0;0,129;0,145;0,0023;0;0;0,0005;0;0,019;0,0001;0;0;0;0,002;0,052;0,002;0;0,007;0;NAN
G17-0138;424932;P96322;P18-00053LL;0;1;104,019;m%;97,32;0,047;0,141;0,502;1,305;0,326;0;0,007;0;0,124;0,145;0,0022;0;0;0,0005;0;0,019;0,0008;0;0;0,0001;0,002;0,052;0,005;0;0,007;0;NAN
G17-0138;424932;P96322;P18-00053LL;0;1;104,1299;m%;97,31;0,047;0,14;0,502;1,304;0,326;0;0,007;0;0,128;0,145;0,0021;0;0;0,0004;0;0,019;0,0006;0;0;0,0001;0,0019;0,047;0,001;0;0,006;0;NAN
G17-0138;424932;P96322;P18-00053LL;0;1;104,2407;m%;97,32;0,046;0,139;0,502;1,303;0,326;0;0,007;0;0,129;0,145;0,0021;0;0;0,0004;0;0,02;0,0011;0;0;0,0002;0,002;0,042;0,004;0;0,007;0;NAN
G17-0138;424932;P96322;P18-00053LL;0;1;104,3516;m%;97,31;0,046;0,139;0,502;1,302;0,326;0;0,007;0;0,128;0,146;0,0023;0;0;0,0006;0;0,021;0,0011;0;0;0,0001;0,002;0,05;0,001;0;0,007;0;NAN
G17-0138;424932;P96322;P18-00053LL;0;1;104,4624;m%;97,33;0,046;0,139;0,502;1,301;0,326;0;0,008;0;0,128;0,145;0,0025;0;0;0,0004;0;0,02;0,0001;0;0;0,0001;0,002;0,051;0;0;0,006;0;NAN
G17-0138;424932;P96322;P18-00053LL;0;1;104,5549;m%;97,34;0,046;0,138;0,502;1,3;0,326;0;0,009;0;0,126;0,145;0,0025;0;0;0,0004;0;0,019;0,0002;0;0;0;0,002;0,052;0,002;0;0,006;0;NAN
G17-0138;424932;P96322;P18-00053LL;0;1;104,6659;m%;97,32;0,046;0,138;0,502;1,3;0,326;0;0,008;0;0,132;0,145;0,0025;0;0;0,0005;0;0,02;0;0;0;0;0,002;0,047;0;0;0,006;0;NAN
G17-0138;424932;P96322;P18-00053LL;0;1;104,7769;m%;97,32;0,045;0,138;0,502;1,298;0,325;0;0,008;0;0,133;0,145;0,0028;0;0;0,0005;0;0,02;0,0002;0;0;0,0001;0,002;0,047;0;0;0,007;0;NAN
G17-0138;424932;P96322;P18-00053LL;0;1;104,888;m%;97,33;0,045;0,138;0,502;1,297;0,325;0;0,008;0;0,132;0,144;0,0026;0,0001;0;0,0005;0;0,019;0,0003;0;0;0;0,002;0,047;0;0;0,006;0;NAN
G17-0138;424932;P96322;P18-00053LL;0;1;104,999;m%;97,34;0,046;0,137;0,501;1,297;0,324;0;0,008;0;0,133;0,144;0,0026;0;0;0,0005;0;0,02;0,0001;0;0;0;0,002;0,036;0,003;0;0,007;0;NAN
G17-0138;424932;P96322;P18-00053LL;0;1;105,0915;m%;97,32;0,046;0,138;0,501;1,297;0,325;0;0,008;0;0,134;0,143;0,0025;0;0;0,0005;0;0,02;0,0006;0;0;0,0001;0,002;0,042;0,006;0;0,007;0;NAN
G17-0138;424932;P96322;P18-00053LL;0;1;105,2026;m%;97,33;0,046;0,138;0,502;1,297;0,325;0;0,007;0;0,141;0,143;0,0023;0;0;0,0005;0;0,019;0,0009;0;0;0,0002;0,002;0,04;0,003;0;0,007;0;NAN
G17-0138;424932;P96322;P18-00053LL;0;1;105,3138;m%;97,35;0,046;0,138;0,502;1,297;0,325;0;0,008;0;0,136;0,142;0,0024;0;0;0,0006;0;0,019;0,0001;0;0;0,0001;0,002;0,039;0;0;0,007;0;NAN
G17-0138;424932;P96322;P18-00053LL;0;1;105,425;m%;97,33;0,046;0,139;0,501;1,298;0,325;0;0,008;0;0,132;0,141;0,0023;0;0;0,0006;0;0,019;0,0004;0;0;0,0001;0,002;0,041;0,006;0;0,007;0;NAN
G17-0138;424932;P96322;P18-00053LL;0;1;105,5362;m%;97,32;0,046;0,139;0,501;1,298;0,325;0;0,007;0;0,138;0,141;0,0023;0;0;0,0005;0;0,02;0,0006;0;0;0;0,002;0,04;0,009;0;0,007;0;NAN
G17-0138;424932;P96322;P18-00053LL;0;1;105,629;m%;97,32;0,047;0,14;0,501;1,299;0,325;0;0,008;0;0,137;0,141;0,0022;0;0;0,0005;0;0,019;0,0001;0;0;0,0001;0,002;0,046;0,004;0;0,006;0;NAN
G17-0138;424932;P96322;P18-00053LL;0;1;105,7403;m%;97,32;0,047;0,14;0,501;1,3;0,326;0;0,008;0;0,137;0,14;0,0022;0,0001;0;0,0005;0;0,019;0,0007;0;0;0;0,002;0,05;0;0;0,007;0;NAN
G17-0138;424932;P96322;P18-00053LL;0;1;105,8516;m%;97,31;0,048;0,14;0,501;1,301;0,326;0;0,008;0;0,141;0,139;0,0024;0;0;0,0005;0;0,02;0,0002;0;0;0;0,0019;0,052;0,004;0;0,007;0;NAN
G17-0138;424932;P96322;P18-00053LL;0;1;105,9629;m%;97,31;0,048;0,14;0,501;1,302;0,326;0;0,007;0;0,143;0,139;0,0024;0;0;0,0005;0;0,022;0,0005;0;0;0,0001;0,002;0,045;0,013;0;0,005;0;NAN
G17-0138;424932;P96322;P18-00053LL;0;1;106,0556;m%;97,3;0,048;0,14;0,502;1,302;0,326;0;0,007;0;0,144;0,139;0,0022;0;0;0,0005;0;0,02;0,0001;0;0;0,0002;0,002;0,043;0,006;0;0,007;0;NAN
G17-0138;424932;P96322;P18-00053LL;0;1;106,1669;m%;97,3;0,048;0,139;0,502;1,301;0,327;0;0,007;0;0,143;0,139;0,0022;0;0;0,0005;0;0,019;0,0001;0;0;0,0002;0,002;0,04;0,002;0;0,007;0;NAN
G17-0138;424932;P96322;P18-00053LL;0;1;106,2782;m%;97,32;0,049;0,139;0,502;1,3;0,326;0;0,007;0;0,144;0,139;0,0019;0;0;0,0005;0;0,02;0;0;0;0;0,002;0,037;0,002;0;0,005;0;NAN
G17-0138;424932;P96322;P18-00053LL;0;1;106,3895;m%;97,3;0,049;0,138;0,502;1,299;0,326;0;0,008;0;0,148;0,139;0,0019;0;0;0,0005;0;0,02;0,0001;0;0;0,0001;0,002;0,047;0,005;0;0,008;0;NAN
G17-0138;424932;P96322;P18-00053LL;0;1;106,5009;m%;97,32;0,049;0,138;0,503;1,298;0,326;0;0,008;0;0,15;0,139;0,0022;0;0;0,0005;0;0,02;0;0;0;0;0,002;0,046;0;0;0,007;0;NAN
G17-0138;424932;P96322;P18-00053LL;0;1;106,5937;m%;97,31;0,049;0,137;0,503;1,296;0,326;0;0,008;0;0,152;0,139;0,0024;0;0;0,0005;0;0,019;0;0;0;0;0,002;0,05;0;0;0,007;0;NAN
G17-0138;424932;P96322;P18-00053LL;0;1;106,7051;m%;97,31;0,049;0,136;0,503;1,294;0,326;0;0,007;0;0,151;0,139;0,0023;0;0;0,0004;0;0,019;0;0;0;0;0,002;0,052;0,002;0;0,007;0;NAN
G17-0138;424932;P96322;P18-00053LL;0;1;106,8164;m%;97,32;0,049;0,136;0,503;1,293;0,326;0;0,008;0;0,15;0,139;0,0022;0;0;0,0004;0;0,019;0,0006;0;0;0,0001;0,002;0,044;0,007;0;0,007;0;NAN
G17-0138;424932;P96322;P18-00053LL;0;1;106,9279;m%;97,32;0,049;0,135;0,503;1,292;0,325;0;0,008;0;0,152;0,139;0,0022;0;0;0,0005;0;0,02;0,0003;0;0;0,0001;0,002;0,047;0;0;0,01;0;NAN
G17-0138;424932;P96322;P18-00053LL;0;1;107,0208;m%;97,32;0,049;0,135;0,504;1,29;0,326;0;0,008;0;0,154;0,139;0,0025;0;0;0,0004;0;0,02;0,0002;0;0;0,0001;0,002;0,055;0;0;0,008;0;NAN
G17-0138;424932;P96322;P18-00053LL;0;1;107,1323;m%;97,32;0,049;0,134;0,504;1,288;0,325;0;0,008;0;0,154;0,139;0,0029;0;0;0,0006;0;0,02;0,0004;0;0;0;0,002;0,046;0,001;0;0,007;0;NAN
G17-0138;424932;P96322;P18-00053LL;0;1;107,2439;m%;97,32;0,049;0,134;0,504;1,288;0,325;0;0,008;0;0,15;0,139;0,0027;0,0001;0;0,0005;0;0,019;0,0013;0;0;0;0,002;0,043;0;0;0,01;0;NAN
G17-0138;424932;P96322;P18-00053VL;1;1;0,1074;m%;83,42;0,485;0,065;0,118;0,934;14,967;0;0,014;0;1,158;0,008;0,0008;0,0013;1,413;0,0047;0,011;0,005;0,0102;0;0;0,0065;0,0055;0,455;0,421;0;0,046;0,028;-753,6848316
G17-0138;424932;P96322;P18-00053VL;1;1;0,2173;m%;96,24;0,469;0,122;0,119;1,322;0,494;0;0,007;0;1,182;0,021;0,0013;0,0001;0,127;0,0001;0;0,009;0,0026;0;0;0;0,0024;0,022;0,035;0;0,016;0,083;-753,3636487
G17-0138;424932;P96322;P18-00053VL;1;1;0,323;m%;96,11;0,529;0,159;0,12;1,438;0,135;0;0,008;0;1,183;0,025;0,0012;0,0002;0,105;0;0,002;0,011;0,0009;0;0;0;0,0023;0,008;0,032;0;0,017;0,123;-753,0654307
G17-0138;424932;P96322;P18-00053VL;1;1;0,4336;m%;95,85;0,619;0,194;0,123;1,557;0,108;0;0,009;0;1,181;0,024;0,0016;0,0003;0,092;0;0,002;0,011;0,0034;0;0;0;0,0024;0,013;0,036;0;0,015;0,149;-752,7643224
G17-0138;424932;P96322;P18-00053VL;1;1;0,5407;m%;95,68;0,691;0,221;0,124;1,647;0,1;0;0,008;0;1,184;0,023;0,0012;0,0003;0,084;0;0,001;0,01;0,0013;0;0;0;0,0024;0,015;0,02;0;0,017;0,157;-752,4831255
G17-0138;424932;P96322;P18-00053VL;1;1;0,651;m%;95,56;0,731;0,238;0,126;1,715;0,096;0;0,008;0;1,177;0,023;0,0011;0,0002;0,081;0;0,001;0,011;0,003;0;0;0;0,0024;0,022;0,028;0;0,016;0,154;-752,2039232
G17-0138;424932;P96322;P18-00053VL;1;1;0,7572;m%;95,52;0,756;0,246;0,127;1,759;0,094;0;0,008;0;1,181;0,022;0,0017;0,0003;0,06;0;0,002;0,011;0,0031;0;0;0;0,0024;0,019;0,013;0;0,014;0,149;-751,9448049
G17-0138;424932;P96322;P18-00053VL;1;1;0,8666;m%;95,47;0,77;0,253;0,126;1,778;0,092;0;0,008;0;1,189;0,021;0,0016;0,0002;0,055;0;0,001;0,011;0,0034;0;0;0;0,0024;0,03;0,016;0;0,014;0,153;-751,6875679
G17-0138;424932;P96322;P18-00053VL;1;1;0,9754;m%;95,49;0,772;0,257;0,126;1,785;0,091;0;0,008;0;1,187;0,022;0,0015;0,0001;0,044;0;0,001;0,011;0,0027;0;0;0;0,0024;0,022;0,016;0;0,014;0,149;-751,4412298
G17-0138;424932;P96322;P18-00053VL;1;1;1,0835;m%;95,49;0,772;0,256;0,127;1,787;0,093;0;0,008;0;1,189;0,024;0,0018;0,0002;0,046;0;0,001;0,009;0,0031;0;0;0;0,0023;0,019;0,017;0;0,019;0,14;-751,205589
G17-0138;424932;P96322;P18-00053VL;1;1;1,1913;m%;95,48;0,77;0,255;0,127;1,786;0,094;0;0,009;0;1,195;0,023;0,0016;0,0002;0,044;0;0,001;0,01;0,0031;0;0;0;0,0023;0,026;0,006;0;0,014;0,147;-750,9793961
